Search type: State

Dicot

Accepted Symbol,Synonym Symbol,Scientific Name,Common Name
TAPA6,CHPA33,Chrysanthemum parthenium (L.) Bernh.,
TAPA6,,Tanacetum parthenium (L.) Sch. Bip.,feverfew
TAPA6,MAPA18,Matricaria parthenium L.,
TAVU,,Tanacetum vulgare L.,common tansy
TAVU,TABO4,Tanacetum boreale Fisch. ex DC.,
TAVU,CHVU3,Chrysanthemum vulgare (L.) Bernh.,
TAVU,TAVUC,Tanacetum vulgare L. var. crispum DC.,
TARAX,,Taraxacum F.H. Wigg.,dandelion
TALA2,,Taraxacum laevigatum (Willd.) DC.,rock dandelion
TALA2,TADI7,Taraxacum disseminatum G.E. Haglund,
TALA2,LEER2,Leontodon erythrospermum (Andrz. ex Besser) Britton,
TALA2,TAER3,Taraxacum erythrospermum Andrz. ex Besser,
TALA2,TALA8,Taraxacum lacistophyllum (Dahlst.) Raunk.,
TALA2,TASC,Taraxacum scanicum Dahlst.,
TAOF,,Taraxacum officinale F.H. Wigg.,common dandelion
TAOFO,,Taraxacum officinale F.H. Wigg. ssp. officinale,common dandelion
TAOFO,LETA2,"Leontodon taraxacum L. p.p., nom. inq.",
TAOFO,LELA13,"Leontodon latiloba (DC.) Britton, nom. inq.",
TAOFO,TADA2,Taraxacum davidssonii M.P. Christ.,
TAOFO,TACA11,Taraxacum campylodes G.E. Haglund,
TAOFO,TACR,Taraxacum croceum auct. non Dahlst.,
TAOFO,TAAT,Taraxacum atroglaucum M.P. Christ.,
TAOFO,TAKO80,Taraxacum kok-saghyz auct. non Rodin,
TAOFO,TACU2,Taraxacum curvidens M.P. Christ.,
TAOFO,TAOFP,Taraxacum officinale F.H. Wigg. var. palustre (Lyons) Blytt p.p.,
TAOFO,TADE,Taraxacum devians Dahlst.,
TAOFO,TACY,Taraxacum cyclocentrum M.P. Christ.,
TAOFO,TAFI,Taraxacum firmum Dahlst.,
TAOFO,TADI4,Taraxacum dilutisquameum M.P. Christ.,
TAOFO,TAOFV,"Taraxacum officinale F.H. Wigg. ssp. vulgare (Lam.) Schinz & R. Keller, nom. inq.",
TAOFO,TAPAV,"Taraxacum palustre (Lyons) Symons var. vulgare (Lam.) Fernald, nom. inq.",
TAOFO,TAPL,Taraxacum pleniflorum M.P. Christ.,
TAOFO,TAVU2,"Taraxacum vulgare Lam., nom. inq.",
TAOFO,TADA,Taraxacum dahlstedtii Lindb. f.,
TAOFO,TAIS,Taraxacum islandiciforme Dahlst.,
TAOFO,TALA5,"Taraxacum latilobum DC., nom. inq.",
TAOFO,TARE,Taraxacum retroflexum Lindb. f.,
TAOFO,TARH,Taraxacum rhodolepis Dahlst.,
TAOFO,TAUN,Taraxacum undulatum Lindb. f. & Marklund,
TAOFO,TAVA2,Taraxacum vagans G.E. Haglund,
TAOFO,TAXA,Taraxacum xanthostigma Lindb. f.,
TAPA9,,Taraxacum palustre (Lyons) Symons,marsh dandelion
TAPA9,TATU,Taraxacum turfosum (Sch. Bip.) Soest,
TASP4,,Taraxacum spectabile Dahlst.,showy dandelion
TEESD,,Teesdalia W.T. Aiton,shepardscress
TENU,IBNU,Iberis nudicaulis L.,
TENU,,Teesdalia nudicaulis (L.) W.T. Aiton,barestem teesdalia
TEPHR,,Tephrosia Pers.,hoarypea
TEVI,CRLA6,Cracca latidens Small,
TEVI,,Tephrosia virginiana (L.) Pers.,Virginia tephrosia
TEVI,CRVI7,Cracca virginiana L.,
TEVI,TEVIG,Tephrosia virginiana (L.) Pers. var. glabra Nutt.,
TEVI,TELA4,Tephrosia latidens (Small) Standl.,
TEVI,TEVIH,Tephrosia virginiana (L.) Pers. var. holosericea (Nutt.) Torr. & A. Gray,
TETRA9,,Tetragonia L.,tetragonia
TETE3,TEEX,Tetragonia expansa Murray,
TETE3,,Tetragonia tetragonioides (Pall.) Kuntze,New Zealand spinach
TEUCR,,Teucrium L.,germander
TEBO,,Teucrium botrys L.,cutleaf germander
TECA3,,Teucrium canadense L.,Canada germander
TECAC,TECAA,Teucrium canadense L. var. angustatum A. Gray,
TECAC,,Teucrium canadense L. var. canadense,Canada germander
TECAC,TECAV,Teucrium canadense L. var. virginicum (L.) Eaton,
TECAC,TECAL,Teucrium canadense L. var. littorale (E.P. Bicknell) Fernald,
TECAC,TELI5,Teucrium littorale E.P. Bicknell,
TECAO,TEBO3,Teucrium boreale E.P. Bicknell,
TECAO,,Teucrium canadense L. var. occidentale (A. Gray) E.M. McClint. & Epling,western germander
TECAO,TECAB,Teucrium canadense L. var. boreale (E.P. Bicknell) Shinners,
TECAO,TEOCB,Teucrium occidentale A. Gray var. boreale (E.P. Bicknell) Fernald,
TECAO,TECAO2,Teucrium canadense L. ssp. occidentale (A. Gray) W.A. Weber,
TECAO,TECAV2,Teucrium canadense L. ssp. viscidum (Piper) Roy L. Taylor & MacBryde p.p.,
TECAO,TEOC,Teucrium occidentale A. Gray,
THALI2,,Thalictrum L.,meadow-rue
THAQ,,Thalictrum aquilegifolium L.,columbine meadow-rue
THDA,,Thalictrum dasycarpum Fisch. & Avé-Lall.,purple meadow-rue
THDA,THDAH2,Thalictrum dasycarpum Fisch. & Avé-Lall. var. hypoglaucum (Rydb.) B. Boivin,
THDA,THHY,Thalictrum hypoglaucum Rydb.,
THDI,,Thalictrum dioicum L.,early meadow-rue
THPU2,THPUH,Thalictrum pubescens Pursh var. hebecarpum (Fernald) B. Boivin,
THPU2,THPOH,Thalictrum polygamum Muhl. ex Spreng. var. hebecarpum Fernald,
THPU2,THPE5,Thalictrum perelegans Greene,
THPU2,,Thalictrum pubescens Pursh,king of the meadow
THPU2,THPOI,Thalictrum polygamum Muhl. ex Spreng. var. intermedium B. Boivin,
THPU2,THPO8,Thalictrum polygamum Muhl. ex Spreng.,
THPU2,THPUH2,Thalictrum pubescens Pursh var. hepaticum (Greene) Keener,
THRE,THREG,Thalictrum revolutum DC. var. glandulosior B. Boivin,
THRE,,Thalictrum revolutum DC.,waxyleaf meadow-rue
THTH2,,Thalictrum thalictroides (L.) Eames & B. Boivin,rue anemone
THTH2,ANTH5,Anemonella thalictroides (L.) Spach,
THTH2,SYTH,Syndesmon thalictroides (L.) Hoffmanns. ex Britton,
THVE,THCOC2,Thalictrum confine Fernald var. columbianum (Rydb.) B. Boivin,
THVE,,Thalictrum venulosum Trel.,veiny meadow-rue
THVE,THVEC,Thalictrum venulosum Trel. var. confine (Fernald) B. Boivin,
THVE,THCO,Thalictrum confine Fernald,
THVE,THVEF,Thalictrum venulosum Trel. var. fissum (Greene) B. Boivin,
THVE,THOCC,Thalictrum occidentale A. Gray var. columbianum (Rydb.) M. Peck,
THVE,THVEL,Thalictrum venulosum Trel. var. lunellii (Greene) B. Boivin,
THVE,THCOG,Thalictrum confine Fernald var. greeneanum B. Boivin,
THVE,THVET,Thalictrum venulosum Trel. var. turneri (B. Boivin) B. Boivin,
THVE,THTU,Thalictrum turneri B. Boivin,
THASP,,Thaspium Nutt.,meadowparsnip
THBA,THCH2,Thaspium chapmanii (J.M. Coult. & Rose) Small,
THBA,,Thaspium barbinode (Michx.) Nutt.,hairyjoint meadowparsnip
THBA,THBAA,Thaspium barbinode (Michx.) Nutt. var. angustifolium J.M. Coult. & Rose,
THTR,,Thaspium trifoliatum (L.) A. Gray,purple meadowparsnip
THTRA,THTRF,Thaspium trifoliatum (L.) A. Gray var. flavum S.F. Blake,
THTRA,,Thaspium trifoliatum (L.) A. Gray var. aureum (L.) Britton,purple meadowparsnip
THTRA,THAU5,Thaspium aureum (L.) Nutt.,
THERM,,Thermopsis R. Br.,goldenbanner
THVI,THCA5,Thermopsis caroliniana M.A. Curtis,
THVI,,Thermopsis villosa (Walter) Fernald & B.G. Schub.,Aaron's rod
THLAD,,Thladiantha Bunge,thladiantha
THDU,,Thladiantha dubia Bunge,Manchu tubergourd
THLAS,,Thlaspi L.,pennycress
THAR5,,Thlaspi arvense L.,field pennycress
THYMU,,Thymus L.,thyme
THPU5,THSEA,Thymus serpyllum L. var. albus hort.,
THPU5,,Thymus pulegioides L.,lemon thyme
THPU5,THSEC,Thymus serpyllum L. ssp. chamaedrys (Fr.) Voll.,
THVU,,Thymus vulgaris L.,garden thyme
TIARE,,Tiarella L.,foamflower
TICO,,Tiarella cordifolia L.,heartleaf foamflower
TICOC2,TIMA3,Tiarella macrophylla Small p.p.,
TICOC2,,Tiarella cordifolia L. var. cordifolia,heartleaf foamflower
TILIA,,Tilia L.,basswood
TIEU4,TIVU,Tilia ×vulgaris Hayne (pro sp.),
TIEU4,TIEU,"Tilia europaea L., database artifact",
TIEU4,,Tilia ×europaea L. (pro sp.) [cordata × platyphyllos],common linden
TIAM,,Tilia americana L.,American basswood
TIAMA,TIGL,Tilia glabra Vent.,
TIAMA,TIAMN,Tilia americana L. var. neglecta (Spach) Fosberg,
TIAMA,TITR2,Tilia truncata Spach,
TIAMA,,Tilia americana L. var. americana,American basswood
TIAMA,TIVE,Tilia venulosa Sarg.,
TIAMA,TINE,Tilia neglecta Spach,
TIAMA,TIPA5,Tilia palmeri F.C. Gates,
TIAMH,,Tilia americana L. var. heterophylla (Vent.) Loudon,American basswood
TIAMH,TIHEM,Tilia heterophylla Vent. var. michauxii (Nutt.) Sarg.,
TIAMH,TIHE,Tilia heterophylla Vent.,
TIAMH,TIMI5,Tilia michauxii Nutt.,
TIAMH,TIEB,Tilia eburnea Ashe,
TIAMH,TILA5,Tilia lasioclada Sarg.,
TIAMH,TIMO2,Tilia monticola Sarg.,
TICO2,,Tilia cordata Mill.,littleleaf linden
TORIL,,Torilis Adans.,hedgeparsley
TOAR,,Torilis arvensis (Huds.) Link,spreading hedgeparsley
TOJA,,Torilis japonica (Houtt.) DC.,erect hedgeparsley
TOLE2,,Torilis leptophylla (L.) Rchb. f.,bristlefruit hedgeparsley
TOXIC,,Toxicodendron Mill.,poison oak
TORA2,,Toxicodendron radicans (L.) Kuntze,eastern poison ivy
TORAN,,Toxicodendron radicans (L.) Kuntze ssp. negundo (Greene) Gillis,eastern poison ivy
TORAN,TORAN2,Toxicodendron radicans (L.) Kuntze var. negundo (Greene) Reveal,
TORAR,,Toxicodendron radicans (L.) Kuntze ssp. radicans,eastern poison ivy
TORAR,RHRA6,Rhus radicans L.,
TORAR,RHRAM2,Rhus radicans L. var. malacotrichocarpa (A.H. Moore) Fernald,
TORAR,RHRAL,Rhus radicans L. var. littoralis (Mearns) Deam,
TORAR,TOVU,Toxicodendron vulgare Mill.,
TORY,RHRAV,Rhus radicans L. var. vulgaris (Michx.) DC.,
TORY,RHRAR,Rhus radicans L. var. rydbergii (Small ex Rydb.) Rehder,
TORY,,Toxicodendron rydbergii (Small ex Rydb.) Greene,western poison ivy
TORY,TOCR2,"Toxicodendron crenatum Mill., nom. utique rej.",
TORY,RHTOV2,Rhus toxicodendron L. var. vulgaris Michx.,
TORY,TOVO2,"Toxicodendron volubile Mill., nom. utique rej.",
TORY,TODE2,Toxicodendron desertorum Lunell,
TORY,TORAR2,Toxicodendron radicans (L.) Kuntze var. rydbergii (Small ex Rydb.) Erskine,
TOVE,RHVE2,Rhus vernix L.,
TOVE,,Toxicodendron vernix (L.) Kuntze,poison sumac
TRAGO,,Tragopogon L.,goatsbeard
TRNE7,,Tragopogon ×neohybridus Farw. [porrifolius × pratensis],goatsbeard
TRDU,TRDUM,Tragopogon dubius Scop. ssp. major (Jacq.) Voll.,
TRDU,,Tragopogon dubius Scop.,yellow salsify
TRDU,TRMA9,Tragopogon major Jacq.,
TRPO,,Tragopogon porrifolius L.,salsify
TRPR,TRPRO2,Tragopogon pratensis L. ssp. orientalis (L.) Celak.,
TRPR,,Tragopogon pratensis L.,Jack-go-to-bed-at-noon
TRPR,TROR11,Tragopogon orientalis L.,
TRPR,TRLA30,Tragopogon lamottei Rouy,
TRAPA,,Trapa L.,water chestnut
TRNA,,Trapa natans L.,water chestnut
TRNA,TRBI6,Trapa bispinosa Roxb.,
TRNA,TRNAB,Trapa natans L. var. bispinosa (Roxb.) Makino,
TRNA,TRNAN,Trapa natans L. var. natans,
TRIAD,,Triadenum Raf.,marsh St. Johnswort
TRFR,ELFR,Elodea fraseri Spach,
TRFR,TRVIF,Triadenum virginicum (L.) Raf. ssp. fraseri (Spach) J.M. Gillett,
TRFR,,Triadenum fraseri (Spach) Gleason,Fraser's marsh St. Johnswort
TRFR,HYFR5,Hypericum fraseri (Spach) Steud.,
TRFR,HYVIF,Hypericum virginicum L. var. fraseri (Spach) Fernald,
TRFR,TRVIF2,Triadenum virginicum (L.) Raf. var. fraseri (Spach) Cooperr.,
TRVI2,,Triadenum virginicum (L.) Raf.,Virginia marsh St. Johnswort
TRVI2,HYVI4,Hypericum virginicum L.,
TRIBU,,Tribulus L.,puncturevine
TRTE,,Tribulus terrestris L.,puncturevine
TRICH9,,Trichostema L.,bluecurls
TRBR5,,Trichostema brachiatum L.,fluxweed
TRBR5,TEVI2,Tetraclea viscida Lundell,
TRBR5,ISBR3,"Isanthus brachiatus (L.) Britton, Sterns & Poggenb.",
TRBR5,ISBRL,"Isanthus brachiatus (L.) Britton, Sterns & Poggenb. var. linearis Fassett",
TRDI2,,Trichostema dichotomum L.,forked bluecurls
TRDI2,TRDIP,Trichostema dichotomum L. var. puberulum Fernald & Grisc.,
TRDI2,TRPI5,Trichostema pilosum Roth,
TRSE5,TRLI5,Trichostema lineare Walter,
TRSE5,,Trichostema setaceum Houtt.,narrowleaf bluecurls
TRSE5,TRDIL,Trichostema dichotomum L. var. lineare (Walter) Pursh,
TRIEN,,Trientalis L.,starflower
TRBO2,,Trientalis borealis Raf.,starflower
TRBOB,TRAM11,Trientalis americana Pursh,
TRBOB,,Trientalis borealis Raf. ssp. borealis,starflower
TRIFO,,Trifolium L.,clover
TRAR4,TRARA,Trifolium arvense L. var. arvense,
TRAR4,TRARP,Trifolium arvense L. var. perpusillum DC.,
TRAR4,,Trifolium arvense L.,rabbitfoot clover
TRAU2,TRAG,"Trifolium agrarium L., nom. utique rej.",
TRAU2,,Trifolium aureum Pollich,golden clover
TRCA5,,Trifolium campestre Schreb.,field clover
TRCA5,TRPR7,"Trifolium procumbens L., nom. utique rej.",
TRDU2,,Trifolium dubium Sibth.,suckling clover
TRFR2,TRFRB,Trifolium fragiferum L. ssp. bonannii (C. Presl) Soják,
TRFR2,,Trifolium fragiferum L.,strawberry clover
TRHY,TRHYE,Trifolium hybridum L. var. elegans (Savi) Boiss.,
TRHY,TREL12,Trifolium elegans Savi,
TRHY,,Trifolium hybridum L.,alsike clover
TRHY,TRHYE8,Trifolium hybridum L. ssp. elegans (Savi) Asch. & Graebn.,
TRHY,TRHYP8,Trifolium hybridum L. var. pratense Rabenh.,
TRIN3,TRINE,Trifolium incarnatum L. var. elatius Gibelli & Belli,
TRIN3,,Trifolium incarnatum L.,crimson clover
TRME,,Trifolium medium L.,zigzag clover
TRPR2,,Trifolium pratense L.,red clover
TRPR2,TRPRS,Trifolium pratense L. var. sativum (Mill.) Schreb.,
TRPR2,TRPRF,Trifolium pratense L. var. frigidum auct. non Gaudin,
TRRE2,,Trifolium reflexum L.,buffalo clover
TRRE2,TRREG,Trifolium reflexum L. var. glabrum Loja.,
TRRE3,,Trifolium repens L.,white clover
TRRE3,TRREA,Trifolium repens L. var. atropurpureum hort.,
TRSQ,TRMA15,Trifolium maritimum Huds.,
TRSQ,,Trifolium squamosum L.,sea clover
TRSQ,TRMA14,"Trifolium maritinum Huds., database artifact",
TRST5,,Trifolium striatum L.,knotted clover
TRIGO,,Trigonella L.,fenugreek
TRCA14,,Trigonella caerulea (L.) Ser.,blue fenugreek
TRIOD,,Triodanis Raf. ex Greene,Venus' looking-glass
TRBI2,SPBI4,Specularia biflora (Ruiz & Pav.) Fisch. & C.A. Mey.,
TRBI2,TRPEB,Triodanis perfoliata (L.) Nieuwl. var. biflora (Ruiz & Pav.) Bradley,
TRBI2,,Triodanis biflora (Ruiz & Pav.) Greene,small Venus' looking-glass
TRPE4,,Triodanis perfoliata (L.) Nieuwl.,clasping Venus' looking-glass
TRPE4,LEPE5,Legousia perfoliata (L.) Britton,
TRPE4,SPPE5,Specularia perfoliata (L.) A. DC.,
TRPE4,TRPEP,Triodanis perfoliata (L.) Nieuwl. var. perfoliata,
TRIOS,,Triosteum L.,horse-gentian
TRAN3,,Triosteum angustifolium L.,yellowfruit horse-gentian
TRAN3,TRANE,Triosteum angustifolium L. var. eamesii Wiegand,
TRAU4,,Triosteum aurantiacum E.P. Bicknell,orangefruit horse-gentian
TRAUA,TRPEA,Triosteum perfoliatum L. var. aurantiacum (E.P. Bicknell) Wiegand,
TRAUA,,Triosteum aurantiacum E.P. Bicknell var. aurantiacum,orangefruit horse-gentian
TRAUG,,Triosteum aurantiacum E.P. Bicknell var. glaucescens Wiegand,orangefruit horse-gentian
TRAUG,TRPEG,Triosteum perfoliatum L. var. glaucescens (Wiegand) Wiegand,
TRPE5,,Triosteum perfoliatum L.,feverwort
TRIPL4,,Tripleurospermum Sch. Bip.,mayweed
TRPE21,MAMAI,Matricaria maritima L. ssp. inodora (L.) Clapham,
TRPE21,MAPE2,Matricaria perforata Mérat,
TRPE21,,Tripleurospermum perforatum (Mérat) M. Lainz,scentless false mayweed
TRPE21,CHIN7,Chamomilla inodora (L.) Gilib.,
TRPE21,TRIN11,Tripleurospermum inodorum (L.) Sch. Bip.,
TRPE21,MAMAA,Matricaria maritima L. var. agrestis (Knaf) Wilmott,
TRPE21,MAIN12,Matricaria inodora L.,
TRIPO3,,Tripolium Nees,sea aster
TRPA26,,Tripolium pannonicum (Jacq.) Dobrocz.,sea aster
TRPA26,ASTRP2,Aster tripolium L. ssp. pannonicus (Jacq.) Soo,
TRPA26,ASTR80,Aster tripolium L.,
TROLL,,Trollius L.,globeflower
TRLA14,,Trollius laxus Salisb.,American globeflower
TRLAL,,Trollius laxus Salisb. ssp. laxus,American globeflower
TROPA,,Tropaeolum L.,nasturtium
TRMA7,,Tropaeolum majus L.,nasturtium
TUSSI,,Tussilago L.,coltsfoot
TUFA,,Tussilago farfara L.,coltsfoot
ULEX,,Ulex L.,gorse
ULEU,,Ulex europaeus L.,common gorse
ULMUS,,Ulmus L.,elm
ULAM,ULFL,Ulmus floridana Chapm.,
ULAM,ULAMF2,Ulmus americana L. var. floridana (Chapm.) Little,
ULAM,,Ulmus americana L.,American elm
ULGL,,Ulmus glabra Huds.,Wych elm
ULPR,ULMI,Ulmus minor auct. non Mill.,
ULPR,ULCA,Ulmus campestris auct. non L.,
ULPR,,Ulmus procera Salisb.,English elm
ULPR,ULCA2,Ulmus carpinifolia auct. non Ruppius ex G. Suckow,
ULPU,,Ulmus pumila L.,Siberian elm
ULRU,ULFU,Ulmus fulva Michx.,
ULRU,,Ulmus rubra Muhl.,slippery elm
ULTH,,Ulmus thomasii Sarg.,rock elm
ULTH,ULRA,Ulmus racemosa D. Thomas,
URTIC,,Urtica L.,nettle
URCH3,URCHR,Urtica chamaedryoides Pursh var. runyonii Correll,
URCH3,,Urtica chamaedryoides Pursh,heartleaf nettle
URDI,,Urtica dioica L.,stinging nettle
URDID,,Urtica dioica L. ssp. dioica,stinging nettle
URDID,URGRL,Urtica gracilis Aiton var. latifolia Farw.,
URDIG,,Urtica dioica L. ssp. gracilis (Aiton) Seland.,California nettle
URDIG,URDIL,Urtica dioica L. var. lyallii (S. Watson) C.L. Hitchc.,
URDIG,URCA5,Urtica cardiophylla Rydb.,
URDIG,URCA3,Urtica californica Greene,
URDIG,URDIC,Urtica dioica L. var. californica (Greene) C.L. Hitchc.,
URDIG,URDIA,Urtica dioica L. var. angustifolia Schltdl.,
URDIG,URDIG2,Urtica dioica L. var. gracilis (Aiton) C.L. Hitchc.,
URDIG,URDIP2,Urtica dioica L. var. procera (Muhl. ex Willd.) Weddell,
URDIG,URPR,Urtica procera Muhl. ex Willd.,
URDIG,URGR3,Urtica gracilis Aiton,
URDIG,URLY2,Urtica lyallii S. Watson,
URDIG,URLYC,Urtica lyallii S. Watson var. californica (Greene) Jeps.,
URDIG,URST2,Urtica strigosissima Rydb.,
URDIG,URVI,Urtica viridis Rydb.,
URDIG,URMA,Urtica major H.P. Fuchs,
URDIG,URSE3,Urtica serra auct. non Blume,
URUR,,Urtica urens L.,dwarf nettle
UTRIC,,Utricularia L.,bladderwort
UTCO,,Utricularia cornuta Michx.,horned bladderwort
UTCO,STCO15,Stomoisia cornuta (Michx.) Raf.,
UTGE,,Utricularia geminiscapa Benj.,hiddenfruit bladderwort
UTGI,,Utricularia gibba L.,humped bladderwort
UTGI,UTPU3,Utricularia pumila Walter,
UTGI,UTOB,Utricularia obtusa Sw.,
UTGI,UTBI,Utricularia biflora Lam.,
UTGI,UTFI,Utricularia fibrosa Walter,
UTIN,,Utricularia inflata Walter,swollen bladderwort
UTIN2,,Utricularia intermedia Hayne,flatleaf bladderwort
UTJU,,Utricularia juncea Vahl,southern bladderwort
UTJU,STVI10,Stomoisia virgatula (Barnhart) Barnhart,
UTJU,STJU,Stomoisia juncea (Vahl) Barnhart,
UTJU,UTVI,Utricularia virgatula Barnhart,
UTMA,,Utricularia macrorhiza Leconte,common bladderwort
UTMA,UTVU,Utricularia vulgaris L. p.p.,
UTMA,UTVUA,Utricularia vulgaris L. var. americana A. Gray,
UTMA,UTVUM,Utricularia vulgaris L. ssp. macrorhiza (Leconte) R.T. Clausen,
UTMI,,Utricularia minor L.,lesser bladderwort
UTOC,,Utricularia ochroleuca R.W. Hartm.,yellowishwhite bladderwort
UTOC,UTOC2,Utricularia occidentalis A. Gray,
UTPU,,Utricularia purpurea Walter,eastern purple bladderwort
UTPU,VEPU4,Vesiculina purpurea (Walter) Raf.,
UTRA,,Utricularia radiata Small,little floating bladderwort
UTRA,UTINM,Utricularia inflata Walter var. minor Chapm.,
UTRE,,Utricularia resupinata B.D. Greene ex Bigelow,lavender bladderwort
UTRE,LERE11,Lecticula resupinata (B.D. Greene ex Bigelow) Barnhart,
UTST,,Utricularia striata Leconte ex Torr.,striped bladderwort
UTST,UTFI3,"Utricularia fibrosa sensu Britton, non Walter",
UTSU,SESU9,Setiscapella subulata (L.) Barnhart,
UTSU,,Utricularia subulata L.,zigzag bladderwort
UTSU,UTCL,Utricularia cleistogama (A. Gray) Britton,
UTSU,SECL4,Setiscapella cleistogama (A. Gray) Barnhart,
VACCA,,Vaccaria von Wolf,soapwort
VAHI2,,Vaccaria hispanica (Mill.) Rauschert,cow soapwort
VAHI2,VASE4,Vaccaria segetalis Garcke ex Asch.,
VAHI2,SAVA4,Saponaria vaccaria L.,
VAHI2,VAPY,Vaccaria pyramidata Medik.,
VAHI2,VAVA2,"Vaccaria vaccaria (L.) Britton, nom. inval.",
VAHI2,VAVU2,Vaccaria vulgaris Host,
VACCI,,Vaccinium L.,blueberry
VAAT3,,Vaccinium ×atlanticum E.P. Bicknell (pro sp.) [angustifolium × corymbosum],blueberry
VADO,,Vaccinium ×dobbinii Burnham (pro sp.) [angustifolium × pallidum],blueberry
VAMA2,,Vaccinium ×marianum S. Watson (pro sp.) [formosum × fuscatum × pallidum],blueberry
VAAN,VAANL,Vaccinium angustifolium Aiton var. laevifolium House,
VAAN,VABR,Vaccinium brittonii Porter ex E.P. Bicknell,
VAAN,VAANH,Vaccinium angustifolium Aiton var. hypolasium Fernald,
VAAN,,Vaccinium angustifolium Aiton,lowbush blueberry
VAAN,VAANN,Vaccinium angustifolium Aiton var. nigrum (Alph. Wood) Dole,
VAAN,VALA,Vaccinium lamarckii Camp,
VAAN,VANI,Vaccinium nigrum (Alph. Wood) Britton,
VABO,,Vaccinium boreale I.V. Hall & Aalders,northern blueberry
VACA6,,Vaccinium caesariense Mack.,New Jersey blueberry
VACE,VACAA2,"Vaccinium caespitosum Michx. var. arbuscula A. Gray, orth. var.",
VACE,VACEC,Vaccinium cespitosum Michx. var. cespitosum,
VACE,VACA13,"Vaccinium caespitosum Michx., orth. var.",
VACE,,Vaccinium cespitosum Michx.,dwarf bilberry
VACE,VACEA,Vaccinium cespitosum Michx. var. arbuscula A. Gray,
VACE,VAAR2,Vaccinium arbuscula (A. Gray) Merriam,
VACE,VACAP3,"Vaccinium caespitosum Michx. var. paludicola (Camp) Hultén, orth. var.",
VACE,VACAC3,"Vaccinium caespitosum Michx. var. caespitosum Michx., orth. var.",
VACE,VACEP,Vaccinium cespitosum Michx. var. paludicola (Camp) Hultén,
VACE,VANI3,Vaccinium nivictum Camp,
VACO,,Vaccinium corymbosum L.,highbush blueberry
VACO,VACO3,Vaccinium constablaei A. Gray,
VACO,CYCO15,Cyanococcus corymbosus (L.) Rydb.,
VACO,VACOG,Vaccinium corymbosum L. var. glabrum A. Gray,
VACO,VACOA2,Vaccinium corymbosum L. var. albiflorum (Hook.) Fernald,
VACO,CYCU5,Cyanococcus cuthbertii Small,
VAFU,,Vaccinium fuscatum Aiton,black highbush blueberry
VAFU,VACOA3,Vaccinium corymbosum L. var. atrococcum A. Gray,
VAFU,VAAR4,Vaccinium arkansanum Ashe,
VAFU,CYAT5,Cyanococcus atrococcus (A. Gray) Small,
VAFU,VAAT,Vaccinium atrococcum (A. Gray) A. Heller,
VAFU,CYFU6,Cyanococcus fuscatus (Aiton) Small,
VAFU,CYVI15,Cyanococcus virgatus sensu Small,
VAMA,,Vaccinium macrocarpon Aiton,cranberry
VAMA,OXMA6,Oxycoccus macrocarpus (Aiton) Pursh,
VAMY,,Vaccinium myrtilloides Michx.,velvetleaf huckleberry
VAMY,VACA9,Vaccinium canadense Kalm ex A. Rich.,
VAMY,VAANM,Vaccinium angustifolium Aiton var. myrtilloides (Michx.) House,
VAMY,CYCA16,Cyanococcus canadensis (Kalm ex A. Rich.) Rydb.,
VAOX,OXHA,Oxycoccus hagerupii Á. Löve & D. Löve,
VAOX,VAMI,Vaccinium microcarpos (Turcz. ex Rupr.) Schmalh.,
VAOX,,Vaccinium oxycoccos L.,small cranberry
VAOX,OXIN3,Oxycoccus intermedius (A. Gray) Rydb.,
VAOX,OXOV,Oxycoccus ovalifolius (Michx.) A.E. Porsild,
VAOX,VAOXM2,Vaccinium oxycoccos L. ssp. microphyllum (Lange) J. Feilberg,
VAOX,OXPA4,Oxycoccus palustris Pers.,
VAOX,OXMI3,Oxycoccus microcarpos Turcz. ex Rupr.,
VAOX,OXOX,Oxycoccus oxycoccos (L.) MacMill.,
VAOX,OXQU,Oxycoccus quadripetalus Gilib.,
VAOX,OXPAO,Oxycoccus palustris Pers. var. ovalifolius (Michx.) Seymour,
VAOX,VAOXO,Vaccinium oxycoccos L. var. ovalifolium Michx.,
VAOX,OXOX2,Oxycoccus oxycoccos (L.) Adolphi,
VAOX,OXQUM,Oxycoccus quadripetalus Gilib. var. microphyllus (Lange) A.E. Porsild,
VAOX,OXPAI,Oxycoccus palustris Pers. var. intermedius (A. Gray) Howell,
VAOX,VAOXI,Vaccinium oxycoccos L. var. intermedium A. Gray,
VAOX,OXPAM,Oxycoccus palustris Pers. ssp. microphyllus (Lange) Á. Löve & D. Löve,
VAOX,VAOXM,Vaccinium oxycoccos L. var. microphyllum (Lange) J. Rousseau & Raymond,
VAPA4,CYSU10,Cyanococcus subcordatus Small,
VAPA4,,Vaccinium pallidum Aiton,Blue Ridge blueberry
